Name,Address,Phone_Number,Zip_Code
Starbucks Coffee,4701 S Cicero Ave ,773-838-8596,60632
Starbucks Coffee,233 S Wacker Dr,312-559-9930,60606
Starbucks Coffee,1101 W Jackson Blvd ,312-279-3340,60607
Starbucks Coffee,4015 N Lincoln Ave ,773-348-5776,60618
Starbucks Coffee,617 W Diversey Pkwy ,773-880-5172,60614
Starbucks Coffee,40 N Clinton St ,312-463-0331,60607
Starbucks Coffee,1 N Halsted St ,312-279-8861,60661
Starbucks Coffee,2159 W Belmont Ave ,773-935-5680,60618
Starbucks Coffee,30 N La Salle St,312-263-0925,60602
Starbucks Coffee,4753 N Broadway St ,773-334-4227,60640
Starbucks Coffee,2730 N Narragansett Ave ,773-622-6330,60639
Starbucks Coffee,946 W Randolph St ,312-850-0079,60607
Starbucks Coffee,7101 S Stony Island Ave ,773-643-6520,60649
Starbucks Coffee,131 S State St,312-977-0018,60603
Starbucks Coffee,38 E Ontario St ,312-951-0662,60611
Starbucks Coffee,1730 W Fullerton Ave ,773-248-0602,60614
Starbucks Coffee,30 E Hubbard St ,312-329-2500,60611
Stubbs Coffee,3827 N Lincoln Ave ,773-477-9840,60613
Sunrise Coffe Shop,9917 S Walden Pkwy ,773-779-4141,60643
Sunrise Coffee,9917 S Walden Pkwy ,773-779-4141,60643
Sweet Bean And More,1855 W Diversey Pkwy ,773-857-3100,60614
Swim Café,1357 W Chicago,312-492-8600,60642
Tassili,4342 N Elston Ave ,773-685-6773,60641
The Bagelers Coffeehouse,2461 N Lincoln Ave ,872-802-0347,60614
The Coffee Alley,1152 W Taylor St ,312-526-3873,60607
The Coffee Shop,1135 W Sheridan Rd ,773-274-1670,60660
The Coffee Studio,5628 N Clark St ,773-271-7882,60660
The Common Cup,1501 W Morse Ave ,773-338-0256,60626
The Daily Cup Inc,1217 W Devon Ave ,773-338-5131,60660
The Eastman Egg Company,23 N Wacker Drive ,312-384-1011,60606
The Jackalope Coffee And Tea House,753 W 32nd St ,312-888-3468,60616
The Perfect Cup,4700 N Damen Ave ,773-989-4177,60625
The Sip,5301 S Hyde Park Blvd ,773-891-1789,60615
Two Hearted Queen,1201 W Roscoe St ,872-802-3874,60657
Westons Coffee & Tap Co,4872 North Milwaukee Avenue ,708-669-7625,60630
Whispers Coffee & Tea Inc,1031 N State St ,312-266-6422,60610
Zoriana Candy Store,912 N Western Ave ,773-772-4281,60622
