,Name,Address,Phone_Number,Zip_Code,Latitude,Longitude,Neighborhood
255,Pepe's Mexican Restaurants,11652 S Western Ave ,773-881-8142,60643,41.6810726,-87.68113079999999,Beverly Woods
256,Pepe's Mexican Restaurants,8227 S Exchange Ave ,773-768-8740,60617,41.7456503,-87.5525064,South Chicago
257,Pepe's Mexican Restaurants,6230 S Western Ave ,773-737-1628,60636,41.7801125,-87.6841348,Chicago Lawn
258,Pepe's Mexican Restaurants,131 E 79th St ,773-994-1525,60619,40.7754623,-73.9594158,Manhattan
259,Pepe's Mexican Restaurants,954 W 87th St ,773-488-4026,60620,41.7362555,-87.6482667,Gresham
260,Pepe's Restaurant,3233 W 63rd Pl ,773-778-6673,60629,41.7777994,-87.7044257,Chicago Lawn
261,Pepe's Restaurant,4820 S Cicero Ave ,773-767-9600,60638,41.8049131,-87.7434869,Garfield Ridge
262,Pepe's Tacos,4743 W Grand Ave ,773-622-0612,60639,41.9131467,-87.7451303,Hermosa
263,Pepes Mexican Restaurant,3131 E 79th St ,773-994-1525,60619,41.7519824,-87.5481097,South Chicago
264,Pepes Mexican Restaurants,2102 W Cermak Rd ,312-247-1979,60608,41.8521502,-87.67853819999999,Lower West Side
265,Pollo Campero,4830 N Pulaski Rd Ste 102 ,773-282-1966,60630,41.9692337,-87.729036,North Pulaski Road
266,Pollo Campero,2730 N Narragansett Ave ,773-622-6657,60639,41.930694,-87.78707399999999,Belmont Cragin
267,Puebla Restaurant,2658 N Milwaukee Ave ,773-227-5499,60647,41.9299907,-87.7091339,Logan Square
268,Punta Cana Restaurant,2200 N Kimball Ave ,773-278-7586,60647,41.9211359,-87.7122393,Logan Square
269,QDOBA Mexican Eats,175 W Jackson St ,888-736-2224,60604,41.8774987,-87.63319969999999,Chicago Loop
270,QDOBA Mexican Eats,5700 S Maryland Ave Hyde Park ,773-926-1365,60637,41.7912122,-87.60505409999999,Hyde Park
271,QDOBA Mexican Eats,58 E Randolph St ,888-736-2224,60601,41.8846294,-87.6258924,Chicago Loop
272,QDOBA Mexican Eats,100 N Lasalle St ,888-736-2224,60602,41.8833548,-87.63286910000001,Chicago Loop
273,QDOBA Mexican Eats,957 W Diversey Pkwy ,888-736-2224,60614,41.9322928,-87.6535318,Sheffield & DePaul
274,Qdoba Mexican Grill,328 N Michigan Ave ,312-419-8437,60601,41.8875361,-87.6250778,Chicago Loop
275,Qdoba Mexican Grill,2191 N Clybourn Ave ,773-472-6374,60614,41.9214042,-87.6637563,Lincoln Park
276,Qdoba Mexican Grill,100 N La Salle St Frnt 1 ,312-578-8358,60602,41.889759,-87.6322411,North LaSalle Street
277,Qdoba Mexican Grill,175 W Jackson Blvd Lbby 18 ,312-212-1201,60604,41.8774987,-87.63319969999999,Chicago Loop
278,Qdoba Mexican Grill,2427 N Lincoln Ave ,773-868-3385,60614,41.926271,-87.64947599999999,Sheffield & DePaul
279,Qdoba Mexican Grill,227 E Ontario St Ste C ,312-280-7508,60611,41.8931646,-87.6216438,East Ontario Street
280,Qdoba Mexican Grill,20 E Chicago,312-915-0953,60611,41.8993867,-87.6275053,Rush & Division
281,Que Rico,2814 N Southport Ave ,773-975-7436,60657,41.9329915,-87.6638411,Lake View
282,Quesadilla La Reina Dell Sur,2335 N Western Ave ,773-235-8807,60647,41.9243742,-87.68727129999999,Bucktown
283,Ricano's Restaurant,230 South Ashland Avenue ,312-666-7253,60607,41.8779276,-87.66693529999999,Near West Side
284,ROJO GUSANO,4217 North Ravenswood Avenue ,773-360-1628,60613,41.9584455,-87.6736955,Lake View
285,ROJO GUSANO,3830 West Lawrence Avenue ,773-724-1605,60625,41.9684246,-87.7245494,Albany Park
286,Rokito's,1111 W Wilson Ave ,773-561-5500,60640,41.9651951,-87.6580594,Uptown
287,Rosas Tamales,5632 S Kedzie Ave ,773-863-0646,60629,41.79067999999999,-87.7037328,Gage Park
288,Sabroso Mexican Grill,941 N Damen Ave ,773-253-5001,60622,41.8988861,-87.6767081,West Town
289,Salsa Picante,949 North Western Avenue ,773-904-8406,60622,41.8989631,-87.6865608,West Town
290,Salsaseria Grill & Cantina,233 S Wacker Dr ,312-756-1770,60606,41.878877,-87.6357573,Chicago Loop
291,Senor Mariachi Mexican Restaurant,5004 N Sheridan Rd ,773-334-4444,60640,41.9735857,-87.6551092,Uptown
292,Slugos Tacos,537 E 79th St ,773-891-5997,60619,41.7510177,-87.6109735,Chatham
293,Sol De Mexico,4600 S Ashland Ave ,773-940-1145,60609,41.8103004,-87.6652314,Back of the Yards
294,South Side Taco,7820 S Ashland Ave ,773-488-3909,60620,41.7513336,-87.66382809999999,Gresham
295,Super Burrito,1502 N Western Ave ,773-486-4195,60622,41.90866949999999,-87.68747809999999,West Town
296,Supreme Tamale Company,5813 W Grand Ave ,773-622-3777,60639,41.9194668,-87.7713873,Belmont Central
297,T N T Mexican Restaurant,8929 S Commercial Ave ,773-768-4153,60617,41.7327927,-87.55103869999999,South Chicago
298,Taco & Burrito Express,2540 N Halsted St ,773-929-8867,60614,41.9285111,-87.6490858,Sheffield & DePaul
299,Taco & Burrito House,3038 N Broadway St ,773-529-2624,60657,41.937721,-87.644611,Lake View East
300,Taco & Burrito House,2430 N Central Ave ,773-622-6926,60639,41.9249304,-87.76629319999999,Belmont Central
301,Taco & Burrito House,1548 W Fullerton Ave ,773-665-8389,60614,41.9253552,-87.66762,Lincoln Park
302,Taco & Burrito House,3939 N Broadway St ,773-871-8988,60613,41.9539227,-87.6498854,Lake View
303,Taco Bell,1111 West Addison ,773-281-4937,60613,41.9469335,-87.6573171,Lake View
304,Taco Bell,7856 S. Stoney Island Ave ,773-221-5182,60649,41.752439,-87.586491,Grand Crossing
305,Taco Bell,6944 Archer ,773-586-5455,60638,41.7923164,-87.7956593,Garfield Ridge
306,Taco Bell,6622 W. Fullerton Ave. ,773-237-4661,60639,41.923709,-87.7885709,Belmont Cragin
307,Taco Bell,6460 N Sheridan Road ,773-892-2032,60626,41.999978,-87.6609156,Rogers Park
308,Taco Bell,3511 Devon Avenue ,773-588-9712,60659,41.9970407,-87.7165227,North Park
309,Taco Bell,3509 N Harlem ,773-685-7066,60634,41.9435847,-87.80671989999999,Schorsch Village
310,Taco Bell,3350 W. Roosevelt Rd ,773-826-9324,60624,41.8664164,-87.70962809999999,North Lawndale
311,Taco Bell,3143 N Milwaukee Ave ,773-539-2762,60618,41.9384247,-87.7222683,Avondale
312,Taco Bell,2807 W Irving Park Rd ,773-267-0071,60618,41.9537452,-87.6986127,Irving Park
313,Taco Bell,2575 North Clybourn ,773-281-5156,60614,41.9285084,-87.67333029999999,Lincoln Park
314,Taco Bell,1644 W 95th St ,773-779-5600,60643,41.7214811,-87.6644706,Beverly
315,Taco Bell,1439 N Milwaukee Avenue ,773-661-2607,60622,41.9081918,-87.6735478,West Town
316,Taco Bell,1323 Sibley Boulevard Dolton ,219-314-3690,60419,41.62216069999999,-87.5849569,Dolton
317,Taco Bell,3365 S Martin Luther King Drive ,312-796-5602,60653,41.8329079,-87.61643959999999,Douglas
318,Taco Bell,2432 N Milwaukee Ave ,773-697-7809,60647,41.92526549999999,-87.70173100000001,Logan Square
319,Taco Bell,2410 S Western Ave ,773-475-7502,60608,41.8479605,-87.6858678,Marshall Square
320,Taco Bell,6631 South Cicero ,773-498-2642,60638,41.7719922,-87.74176779999999,Clearing
321,Taco Bell,4523 W North Ave. ,773-645-0351,60639,41.9091313,-87.7398296,Humboldt Park
322,Taco Bell,920 W Belmont Ave ,872-210-0759,60657,41.940052,-87.65241499999999,Lake View
323,Taco Bell,7906 S. Western Avenue ,773-424-3609,60620,41.7496917,-87.682914,Ashburn
324,Taco Bell Cantina,178 North Wabash Ave ,312-578-8751,60601,41.885338,-87.6265372,Chicago Loop
325,Taco Bell Cantina,205 E Ohio Street ,312-846-6614,60611,41.8923895,-87.62209260000002,Streeterville
326,Taco Bell Cantina,407 S. Dearborn ,773-904-2737,60605,41.8766468,-87.62906869999999,Chicago Loop
327,Taco Bueno,2057 W Cermak Rd ,773-376-5109,60608,41.8519562,-87.6780119,Lower West Side
328,Taco Burrito King,5413 W Belmont Ave ,773-777-6200,60641,41.9384088,-87.7623799,Belmont Cragin
329,Taco Burrito King,811 W Jackson Blvd ,312-831-0400,60607,41.877834,-87.64783,West Loop
330,Taco Burrito King,5601 S Harlem Ave ,773-586-9800,60638,41.789916,-87.80096209999999,Garfield Ridge
331,Taco Burrito King,5509 N Harlem Ave ,773-467-0692,60656,41.9811985,-87.8067612,Union Ridge
332,Taco Burrito King,405 S Wells St ,312-583-0000,60607,41.8766689,-87.6334907,Chicago Loop
333,Taco Burrito King,5421 N Lincoln Ave ,773-516-4084,60625,41.9801808,-87.6924449,Lincoln Square
334,Taco Burrito King,114 W Chicago,312-265-1479,60654,41.8968419,-87.6319066,Near North
335,Taco Burrito King,3216 N Harlem Ave ,773-637-3200,60634,41.93857029999999,-87.80703079999999,Dunning
336,Taco Burrito King Il,5601 S Harlem Ave,773-586-9800,60638,41.789916,-87.80096209999999,Garfield Ridge
337,Taco El Jalisciense,3452 S Western Ave ,773-523-3452,60608,41.8305362,-87.68537119999999,McKinley Park
338,Taco Fresco,23 E Adams St ,312-939-2877,60603,41.8793562,-87.6266863,Chicago Loop
339,Taco Fresco,151 N Michigan Ave Ste C43 ,312-565-1444,60601,41.884971,-87.62413749999999,North Michigan Avenue
340,Taco Fresco,29 N Wacker Dr Ste 2 ,312-920-0077,60606,41.8828444,-87.63661669999999,North Upper Wacker Drive
341,Taco Fresco,180 N Wells St ,312-917-1007,60606,41.8852904,-87.634209,Chicago Loop
342,Taco Fresco,1455 W Taylor St ,312-563-9090,60607,41.86909929999999,-87.6637776,Little Italy
343,Taco Joe Inc,3458 W 111TH St ,773-429-0515,60655,41.6917063,-87.7079862,Mount Greenwood
344,Taco Joint,158 W Ontario St ,312-337-8226,60654,41.893335,-87.63328899999999,River North
345,Taco Joint,1969 N Halsted St ,312-951-2457,60614,41.9179288,-87.64826300000001,Lincoln Park
346,Taco Max,4009 North Elston Avenue ,773-942-6397,60618,41.9541075,-87.719376,Irving Park
347,Taco Mex,10658 S Torrence Ave ,773-734-4321,60617,41.70108339999999,-87.55988599999999,South Deering
348,Taco Rico,6407 N Bell Ave ,773-274-1073,60645,41.9980984,-87.6860662,Little India
349,Taco Time,5130 S Lake Park Ave ,773-324-8084,60615,41.80122679999999,-87.58800579999999,Hyde Park
350,Taco's Marios,4256 W Fullerton Ave ,773-278-8944,60639,41.92478089999999,-87.73397949999999,Belmont Gardens
351,Tacos Marios,6330 S Pulaski Rd ,773-735-3016,60629,41.7777209,-87.7230309,West Lawn
352,Tanzitaro Mexican Restaurant,6075 N Milwaukee Ave ,773-792-1100,60646,41.9920412,-87.7823861,Norwood Park
353,Taqueria Arandas,3443 W 26th St ,773-521-9095,60623,41.84420799999999,-87.71165169999999,South Lawndale
354,Taqueria Cardona,1451 W 18th St ,312-492-8059,60608,41.8577107,-87.66345009999999,Lower West Side
355,Taqueria Chile Bravo,2128 W Cermak Rd ,773-475-7651,60608,41.8522957,-87.6795169,Lower West Side
356,Taqueria Cielito Lindo,6952 N Clark St ,773-274-0166,60626,42.0080848,-87.6740052,Rogers Park
357,Taqueria Don Pancho,1943 W 51st St ,773-306-1418,60609,41.8010087,-87.6737163,Back of the Yards
358,Taqueria Don Robe,3614 E 106th St ,773-731-8131,60617,41.7028775,-87.5357799,East Side
359,Taqueria El Aguila,5957 W ,773-261-3625,60651,39.7790992,-105.0615117,United States
360,Taqueria El Gallo,3532 W Montrose Ave ,773-267-1834,60618,41.9612372,-87.7170911,Albany Park
361,Taqueria El Pastor,4418 W 63rd St ,773-284-1003,60629,41.7787994,-87.733364,West Lawn
362,Taqueria El Pilon,8121 S Pulaski Rd ,773-767-4566,60652,41.7451121,-87.7212474,Ashburn
363,Taqueria El Ranchito,4651 N Clark St ,773-334-6441,60640,41.9667333,-87.6668785,Sheridan Park
364,Taqueria El Ranchito,2829 N Milwaukee Ave ,773-227-1688,60618,41.9327421,-87.7129609,Avondale
365,Taqueria El Rincon,3353 N Central Ave ,773-481-9074,60634,41.9419784,-87.76627820000002,Portage Park
366,Taqueria El Taco To Go,8346 S Pulaski Rd ,773-585-8040,60652,41.7408343,-87.7219082,Ashburn
367,Taqueria El Tapatio,4238 W Fullerton Ave ,773-278-1468,60639,41.9246986,-87.7332589,Belmont Gardens
368,Taqueria El Tenampa,5315 S Pulaski Rd ,773-735-8109,60632,41.7963235,-87.7229265,West Elsdon
369,Taqueria Gonzalez,10148 S Ewing Ave ,773-902-2964,60617,41.7104959,-87.5355868,East Side
370,Taqueria Hernandez,6983 N Clark St ,773-274-1519,60626,42.0088527,-87.6737797,Rogers Park
371,Taqueria Huentitan,4019 W North Ave ,773-276-0768,60639,41.90972130000001,-87.7272888,Humboldt Park
372,Taqueria La Fiesta,2701 N Central Ave ,773-804-1616,60639,41.9296662,-87.7659359,Belmont Cragin
373,Taqueria La Fiesta,2700 N Central Ave ,773-804-1616,60639,33.4780203,-112.0743083,Midtown
374,Taqueria La Hacienda,3452 W 59th St ,773-778-1000,60629,41.7862878,-87.7103726,Gage Park
375,Taqueria La Puerta,5620 S Pulaski Rd ,773-581-8800,60629,41.790735,-87.723255,West Elsdon
376,Taqueria Las Brasas,2910 W Armitage Ave ,773-342-4413,60647,41.9176333,-87.699833,Logan Square
377,Taqueria Los Comales,3048 W 63rd St ,773-776-4764,60629,41.7792319,-87.7002033,Chicago Lawn
378,Taqueria Los Comales,2148 N Milwaukee Ave ,773-276-0627,60647,41.9200584,-87.69321570000001,Logan Square
379,Taqueria Los Comales,1544 W 18th St ,312-666-2251,60608,41.8579672,-87.6655502,Lower West Side
380,Taqueria Los Comales,3141 W 26th St ,773-523-1689,60623,41.8443117,-87.7041254,Marshall Square
381,Taqueria Los Comales,6035 S Pulaski Rd ,773-838-1977,60629,41.7830333,-87.7225335,West Lawn
382,Taqueria Los Gallo,4211 W 26th St ,773-762-7452,60623,41.8438975,-87.7299185,South Lawndale
383,Taqueria Los Gallo,6220 S Archer Ave ,773-585-8835,60638,41.794096,-87.77483099999999,Garfield Ridge
384,Taqueria Los Gavilanes,2147 S California Ave ,773-376-3455,60608,41.8522979,-87.6952677,Marshall Square
385,Taqueria Mano A Mano,3036 N Pulaski Rd ,773-736-1617,60641,41.9365602,-87.7273046,Belmont Gardens
386,Taqueria Miguadalupe,7021 N Clark St ,773-338-8644,60626,42.0096682,-87.6738896,Rogers Park
387,Taqueria Morelia,3943 W Lawrence Ave ,773-509-1727,60625,41.9681071,-87.727217,Albany Park
388,Taqueria Ochoa,4151 W 47th St ,773-376-5330,60632,41.8076229,-87.72793949999999,Archer Heights
389,Taqueria San Juanito,4714 N Kedzie Ave ,773-583-0304,60625,41.9670701,-87.70871389999999,East Albany Park
390,Taqueria Valparaiso,10500 S Western Ave ,773-238-3982,60643,41.7025212,-87.681747,Beverly
391,Tecalitlan Restaurant,1814 W Chicago,773-384-4285,60622,41.8962465,-87.67292739999999,West Town
392,Thai & Burrito,2439 N Clark St ,773-549-5329,60614,41.9266395,-87.64091169999999,Lincoln Park
393,Tio Luis Tacos,3856 South Archer Avenue ,773-843-0098,60632,41.8236619,-87.6890959,Brighton Park
394,Tiztal Café,4631 North Clark Street ,773-271-4631,60640,41.966197,-87.6666762,Sheridan Park
395,Tolotzin Mexican Restaurant N Restaura,4411 N Broadway St ,773-944-4300,60640,41.9622916,-87.655243,Uptown
396,Tom Tom Tamale & Bakery Co,4750 S Washtenaw Ave ,773-523-5675,60632,41.8067411,-87.6920494,Brighton Park
397,Tono Tacos,6102 W Diversey Ave ,773-887-5814,60639,41.9312862,-87.77860079999999,Belmont Central
398,Tony's Tacos,3508 W 63rd St ,773-424-0056,60629,41.7791561,-87.7109444,Chicago Lawn
399,Towns Limits Cantina,1838 W Lawrence Ave ,773-989-6894,60640,41.9689644,-87.6759383,Lincoln Square
400,Uncle Julio's,855 W North Ave ,312-266-4222,60642,41.9106498,-87.65048519999999,Goose Island
401,Viva Mexico,3115 W 26th St ,773-376-4967,60623,41.844169,-87.7033204,Marshall Square
402,Xoco,449 N Clark St ,312-334-3688,60654,41.8906967,-87.6307641,River North
403,Xocome Antojeria,5200 South Archer Avenue ,773-498-6679,60632,41.8002074,-87.734768,Archer Heights
404,Yolis Tacos,2640 W Chicago,872-802-4544,60622,41.8958875,-87.6934431,West Town
405,Zapatista,444 W Fullerton Pkwy ,773-525-4100,60614,41.9259203,-87.6409429,Lincoln Park
406,Zemba Mexican Grill,605 W Lake St ,312-234-9900,60661,41.8855352,-87.6430761,West Loop
